price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,preco_area_construida,zipcode,zscore,class,sqft_living_discretizado,sqft_lot_discretizado,bedrooms_discretizado,bathrooms_discretizado,floors_discretizado,view_discretizado,yr_renovated_discretizado,grade_discretizado,yr_built_discretizado
252500,3,2.0,1810,10684,2.0,0,3,8,1810,0,1987,0,139.5027624,98058,-0.9632953320352294,0,1,1,0,1,2,1,1,1,2
329950,3,1.0,1000,9170,1.0,0,3,7,1000,0,1980,0,329.95,98058,3.776998048468247,2,0,1,0,0,0,1,1,0,1
500000,3,2.5,2760,35171,2.0,0,3,9,2760,0,1990,0,181.1594203,98058,0.07355236492116815,1,2,1,0,2,2,1,1,2,2
323000,3,2.0,1830,6925,1.0,0,4,8,1830,0,1979,0,176.5027322,98058,-0.04235410898559381,1,1,1,0,1,0,1,1,1,1
260000,4,1.75,1360,7700,1.0,0,4,7,1360,0,1966,0,191.1764706,98058,0.32287998882186963,1,0,1,2,0,0,1,1,0,0
390000,3,1.75,1435,8960,1.0,0,4,8,1435,0,1969,0,271.7770035,98058,2.329053338384398,2,0,1,0,0,0,1,1,1,0
414000,5,3.0,3045,5030,2.0,0,3,8,3045,0,1999,0,135.9605911,98058,-1.0514611220860453,0,2,1,2,2,2,1,1,1,2
249500,3,1.0,1180,7200,1.0,0,4,7,1180,0,1968,0,211.440678,98058,0.8272626693473948,2,0,1,0,0,0,1,1,0,0
225000,2,1.0,1030,9192,1.0,0,4,6,1030,0,1959,0,218.4466019,98058,1.0016423826264762,2,0,1,0,0,0,1,1,0,0
419625,4,2.5,2680,11590,2.0,0,4,9,2680,0,1988,0,156.5764925,98058,-0.5383246640777279,0,2,1,2,2,2,1,1,2,2
223000,2,1.0,910,9869,1.0,0,3,6,910,0,1957,0,245.0549451,98058,1.6639326564399555,2,0,1,0,0,0,1,1,0,0
310000,5,2.0,2730,7344,1.0,0,5,7,1510,1220,1962,0,113.5531136,98058,-1.6091904890518305,0,2,1,2,1,0,1,1,0,0
249000,3,1.5,1180,11579,1.0,0,4,7,1180,0,1962,0,211.0169492,98058,0.8167159223791487,2,0,1,0,0,0,1,1,0,0
256500,5,2.5,1960,7350,1.0,0,4,7,1360,600,1969,0,130.8673469,98058,-1.1782336186095006,0,1,1,2,2,0,1,1,0,0
225000,2,1.0,910,9612,1.0,0,4,7,910,0,1981,0,247.2527473,98058,1.71863666449807,2,0,1,0,0,0,1,1,0,1
250000,3,1.0,1460,10914,1.0,0,4,7,1460,0,1959,0,171.2328767,98058,-0.17352251792480472,1,0,1,0,0,0,1,1,0,0
305000,4,1.0,2100,9288,1.0,0,4,7,1050,1050,1968,0,145.2380952,98058,-0.8205410424512228,0,1,1,2,0,0,1,1,0,0
570000,3,2.5,3150,20189,2.0,0,3,10,3150,0,1990,0,180.952381,98058,0.06839908973764808,1,2,1,0,2,2,1,1,2,2
420000,4,2.75,2400,20000,1.0,0,3,8,1170,1230,1961,2015,175.0,98058,-0.07975759979017459,1,1,1,2,2,0,1,2,1,0
455000,4,2.5,2710,6558,2.0,0,3,9,2710,0,1997,0,167.896679,98058,-0.25656155841000444,1,2,1,2,2,2,1,1,2,2
386000,4,2.25,2810,8560,1.0,0,3,8,1610,1200,1979,0,137.366548,98058,-1.0164663998189725,0,2,1,2,1,0,1,1,1,1
386000,3,2.0,2120,7560,1.0,0,3,9,2120,0,1991,0,182.0754717,98058,0.09635318073946497,1,1,1,0,1,0,1,1,2,2
610000,3,2.5,2910,12283,2.0,2,3,10,2910,0,1993,0,209.6219931,98058,0.781995013584392,2,2,1,0,2,2,2,1,2,2
265000,4,2.25,2300,9100,1.0,0,3,7,1280,1020,1977,0,115.2173913,98058,-1.5677660784694134,0,1,1,2,1,0,1,1,0,1
284000,3,1.5,1500,10018,1.0,0,4,7,1500,0,1957,0,189.3333333,98058,0.2770037049090542,1,0,1,0,0,0,1,1,0,0
350000,4,1.75,1770,7336,1.0,0,4,8,1770,0,1986,0,197.740113,98058,0.4862511724252807,1,1,1,2,0,0,1,1,1,1
165000,3,1.0,970,7503,1.0,0,4,6,970,0,1967,0,170.1030928,98058,-0.20164320484081857,1,0,1,0,0,0,1,1,0,0
295000,4,2.5,2290,4539,2.0,0,3,7,2290,0,2001,0,128.8209607,98058,-1.2291688334231055,0,1,1,2,2,2,1,1,0,2
297950,3,2.0,1240,10800,1.0,0,3,7,1240,0,1967,2010,240.2822581,98058,1.5451389323701297,2,0,1,0,1,0,1,2,0,0
220000,3,1.75,1230,8917,1.0,0,4,7,1230,0,1966,0,178.8617886,98058,0.01636356829908018,1,0,1,0,0,0,1,1,0,0
206325,5,2.5,1720,10202,1.5,0,3,7,1720,0,1970,0,119.9563953,98058,-1.449810735170806,0,1,1,2,2,1,1,1,0,0
339000,5,2.5,1720,10202,1.5,0,3,7,1720,0,1970,0,197.0930233,98058,0.47014490036716594,1,1,1,2,2,1,1,1,0,0
370000,4,3.0,2580,5511,2.0,0,3,8,2580,0,1999,0,143.4108527,98058,-0.8660216996478209,0,2,1,2,2,2,1,1,1,2
364950,4,2.5,2070,2992,2.0,0,3,8,2070,0,2002,0,176.3043478,98058,-0.047291960907029064,1,1,1,2,2,2,1,1,1,2
633000,5,2.75,3630,30570,2.0,0,3,11,3630,0,2000,0,174.3801653,98058,-0.09518548607743896,1,2,1,2,2,2,1,1,2,2
349950,4,2.0,1764,15600,1.0,0,5,7,1764,0,1942,0,198.3843537,98058,0.5022865319513401,2,1,1,2,1,0,1,1,0,0
445000,4,2.5,2790,8111,2.0,0,3,9,2480,310,2004,0,159.4982079,98058,-0.4656022221832223,1,2,1,2,2,2,1,1,2,2
345000,4,2.75,2250,7412,1.0,0,4,8,1480,770,1975,0,153.3333333,98058,-0.6190479461868038,0,1,1,2,2,0,1,1,1,1
390000,4,2.5,1940,3864,2.0,0,3,8,1940,0,2003,0,201.0309278,98058,0.5681606178416885,2,1,1,2,2,2,1,1,1,2
440000,3,2.5,2290,6302,2.0,0,3,9,2290,0,1997,0,192.139738,98058,0.34685602616122574,1,1,1,0,2,2,1,1,2,2
372500,4,2.25,1920,9660,1.0,0,4,8,1920,0,1968,0,194.0104167,98058,0.39341782443358314,1,1,1,2,1,0,1,1,1,0
343500,3,2.5,1900,5194,2.0,0,3,7,1900,0,2004,0,180.7894737,98058,0.06434427431707673,1,1,1,0,2,2,1,1,0,2
271500,3,2.5,1490,8005,1.0,0,3,7,1090,400,1976,0,182.2147651,98058,0.09982023854659672,1,0,1,0,2,0,1,1,0,1
225000,3,2.5,2170,11745,1.0,0,4,7,1410,760,1967,0,103.6866359,98058,-1.8547703122069825,0,1,1,0,2,0,1,1,0,0
469900,4,2.5,2990,8913,2.0,0,4,9,2990,0,1991,0,157.1571906,98058,-0.5238709004306937,0,2,1,2,2,2,1,1,2,2
440000,4,2.5,2880,7386,2.0,0,4,9,2880,0,1987,0,152.7777778,98058,-0.6328759023826477,0,2,1,2,2,2,1,1,2,2
345000,3,2.5,1870,3584,2.0,0,3,8,1870,0,2003,0,184.4919786,98058,0.1565008195625076,1,1,1,0,2,2,1,1,1,2
255950,4,1.0,1500,11050,1.0,0,5,7,1500,0,1964,0,170.6333333,98058,-0.18844534718796066,1,0,1,2,0,0,1,1,0,0
252000,4,1.75,1120,8250,1.0,0,4,7,1120,0,1966,0,225.0,98058,1.1647585822874058,2,0,1,2,0,0,1,1,0,0
287000,3,1.0,1250,26862,1.0,0,3,7,1250,0,1965,0,229.6,98058,1.2792540710385432,2,0,1,0,0,0,1,1,0,0
325000,3,2.0,1570,5600,1.0,0,3,8,1570,0,1999,0,207.0063694,98058,0.7168912931668797,2,0,1,0,1,0,1,1,1,2
1140000,5,4.0,7320,217800,2.0,0,3,11,7320,0,1992,0,155.0887978,98058,-0.5753538666405488,0,2,2,2,2,2,1,1,2,2
430000,3,1.75,3440,10428,1.5,0,5,8,3440,0,1974,0,125.0,98058,-1.324273781867755,0,2,1,0,0,1,1,1,1,1
330000,4,2.0,1590,9100,1.0,0,3,7,1040,550,1967,2014,207.5471698,98058,0.7303519901483602,2,0,1,2,1,0,1,2,0,0
388000,4,2.5,2440,7155,2.0,0,3,8,2440,0,1993,0,159.0163934,98058,-0.477594741023415,1,2,1,2,2,2,1,1,1,2
306000,3,2.5,1680,11193,2.0,0,3,8,1680,0,1984,0,182.1428571,98058,0.09803042515417984,1,1,1,0,2,2,1,1,1,1
325000,4,2.5,1820,9161,1.0,0,4,7,1220,600,1975,0,178.5714286,98058,0.009136413926518728,1,1,1,2,2,0,1,1,0,1
329000,3,1.75,1980,7000,1.0,0,4,8,1360,620,1977,0,166.1616162,98058,-0.2997478330404214,1,1,1,0,0,0,1,1,1,1
313500,3,1.75,1610,7350,1.0,0,3,8,1610,0,1974,0,194.7204969,98058,0.41109195042304064,1,0,1,0,0,0,1,1,1,1
370000,5,2.5,2250,10400,1.0,0,3,8,1280,970,1973,0,164.4444444,98058,-0.3424887948905669,1,1,1,2,2,0,1,1,1,1
299000,5,2.5,2220,9360,1.0,0,4,7,1110,1110,1968,0,134.6846847,98058,-1.0832188453183722,0,1,1,2,2,0,1,1,0,0
352750,4,2.75,2270,24237,1.0,0,4,7,1360,910,1977,0,155.3964758,98058,-0.567695661643164,0,1,1,2,2,0,1,1,0,1
231750,3,1.0,1020,7615,1.0,0,3,7,1020,0,1981,0,227.2058824,98058,1.2196637091386087,2,0,1,0,0,0,1,1,0,1
280000,2,1.0,1150,12861,1.0,0,3,6,1150,0,1959,0,243.4782609,98058,1.6246884764214349,2,0,1,0,0,0,1,1,0,0
295000,3,1.75,2000,7560,1.0,0,4,7,1300,700,1968,0,147.5,98058,-0.7642414999328438,0,1,1,0,0,0,1,1,0,0
272500,3,2.0,1410,7622,1.0,0,4,7,1410,0,1983,0,193.2624113,98058,0.3747997279419546,1,0,1,0,1,0,1,1,0,1
400000,3,2.0,1860,12944,1.0,0,3,9,1860,0,2002,0,215.0537634,98058,0.9171935342979602,2,1,1,0,1,0,1,1,2,2
269950,3,2.5,1520,8720,1.0,0,3,7,1080,440,1981,0,177.5986842,98058,-0.015075509009987761,1,0,1,0,2,0,1,1,0,1
279950,3,2.25,1850,7480,2.0,0,3,7,1850,0,1978,0,151.3243243,98058,-0.6690528303955935,0,1,1,0,1,2,1,1,0,1
305000,3,1.0,1580,7424,1.0,0,3,7,1010,570,1962,0,193.0379747,98058,0.3692134283309454,1,0,1,0,0,0,1,1,0,0
315500,3,1.75,1870,8400,1.0,0,3,7,990,880,1977,0,168.7165775,98058,-0.23615401939178193,1,1,1,0,0,0,1,1,0,1
359900,5,2.25,2290,7420,1.0,0,3,7,1290,1000,1973,0,157.1615721,98058,-0.5237618434776584,0,1,1,2,1,0,1,1,0,1
432500,3,3.0,2500,6000,2.0,0,3,8,2500,0,2012,0,173.0,98058,-0.12953824707327782,1,2,1,0,2,2,1,1,1,2
551000,5,3.75,3090,4943,2.0,0,3,10,3090,0,2010,0,178.3171521,98058,0.0028073895470776527,1,2,1,2,2,2,1,1,2,2
390000,4,2.5,2154,4153,2.0,0,3,9,2154,0,2012,0,181.0584958,98058,0.07104032145280662,1,1,1,2,2,2,1,1,2,2
460000,3,2.5,2390,47480,2.0,0,3,9,2390,0,2007,0,192.4686192,98058,0.3550419856688479,1,1,1,0,2,2,1,1,2,2
603000,4,3.5,3610,6345,2.0,0,3,9,2370,1240,2008,0,167.0360111,98058,-0.27798386098889927,1,2,1,2,2,2,1,1,2,2
479950,3,2.0,2260,7163,1.0,0,3,9,2260,0,2012,0,212.3672566,98058,0.8503255105807306,2,1,1,0,1,0,1,1,2,2
465000,3,1.0,1150,18200,1.0,0,5,7,1150,0,1959,0,404.3478261,98058,5.628784018325123,2,0,1,0,0,0,1,1,0,0
295000,3,2.0,1230,3405,1.0,0,3,7,1230,0,2010,0,239.8373984,98058,1.5340662304620463,2,0,1,0,1,0,1,1,0,2
529000,3,1.75,2340,7724,1.0,0,3,10,2340,0,2010,0,226.0683761,98058,1.1913508091873044,2,1,1,0,0,0,1,1,2,2
